movieId,title,clean_title,year,genres,item_idx
3895,"Watcher, The (2000)","Watcher, The",2000.0,Crime|Thriller,3676
3896,"Way of the Gun, The (2000)","Way of the Gun, The",2000.0,Crime|Thriller,3677
3897,Almost Famous (2000),Almost Famous,2000.0,Drama,3678
3898,Bait (2000),Bait,2000.0,Action|Comedy,3679
3899,Circus (2000),Circus,2000.0,Crime|Drama|Thriller,3680
3900,Crime and Punishment in Suburbia (2000),Crime and Punishment in Suburbia,2000.0,Comedy|Drama,3681
3901,Duets (2000),Duets,2000.0,Comedy|Drama,3682
3902,Goya in Bordeaux (Goya en Burdeos) (1999),Goya in Bordeaux (Goya en Burdeos),1999.0,Drama,3683
3903,Urbania (2000),Urbania,2000.0,Drama,3684
3905,"Specials, The (2000)","Specials, The",2000.0,Comedy,3685
3906,Under Suspicion (2000),Under Suspicion,2000.0,Crime|Thriller,3686
3908,Urban Legends: Final Cut (2000),Urban Legends: Final Cut,2000.0,Horror,3687
3909,Woman on Top (2000),Woman on Top,2000.0,Comedy|Romance,3688
3910,Dancer in the Dark (2000),Dancer in the Dark,2000.0,Drama|Musical,3689
3911,Best in Show (2000),Best in Show,2000.0,Comedy,3690
3912,Beautiful (2000),Beautiful,2000.0,Comedy|Drama,3691
3913,Barenaked in America (1999),Barenaked in America,1999.0,Documentary,3692
3914,"Broken Hearts Club, The (2000)","Broken Hearts Club, The",2000.0,Drama,3693
3915,Girlfight (2000),Girlfight,2000.0,Drama,3694
3916,Remember the Titans (2000),Remember the Titans,2000.0,Drama,3695
3917,Hellraiser (1987),Hellraiser,1987.0,Horror,3696
3918,Hellbound: Hellraiser II (1988),Hellbound: Hellraiser II,1988.0,Horror,3697
3919,Hellraiser III: Hell on Earth (1992),Hellraiser III: Hell on Earth,1992.0,Horror,3698
3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)","Faraway, So Close (In weiter Ferne, so nah!)",1993.0,Drama|Fantasy|Mystery|Romance,3699
3921,Beach Party (1963),Beach Party,1963.0,Comedy,3700
3922,Bikini Beach (1964),Bikini Beach,1964.0,Comedy,3701
3923,Return of the Fly (1959),Return of the Fly,1959.0,Horror|Sci-Fi,3702
3924,Pajama Party (1964),Pajama Party,1964.0,Comedy,3703
3925,Stranger Than Paradise (1984),Stranger Than Paradise,1984.0,Comedy|Drama,3704
3926,Voyage to the Bottom of the Sea (1961),Voyage to the Bottom of the Sea,1961.0,Adventure|Sci-Fi,3705
3927,Fantastic Voyage (1966),Fantastic Voyage,1966.0,Adventure|Sci-Fi,3706
3928,Abbott and Costello Meet Frankenstein (1948),Abbott and Costello Meet Frankenstein,1948.0,Comedy|Horror,3707
3929,"Bank Dick, The (1940)","Bank Dick, The",1940.0,Comedy,3708
3930,"Creature from the Black Lagoon, The (1954)","Creature from the Black Lagoon, The",1954.0,Adventure|Horror|Sci-Fi,3709
3931,"Giant Gila Monster, The (1959)","Giant Gila Monster, The",1959.0,Horror|Sci-Fi,3710
3932,"Invisible Man, The (1933)","Invisible Man, The",1933.0,Horror|Sci-Fi,3711
3933,"Killer Shrews, The (1959)","Killer Shrews, The",1959.0,Horror|Sci-Fi,3712
3934,Kronos (1957),Kronos,1957.0,Sci-Fi,3713
3936,Phantom of the Opera (1943),Phantom of the Opera,1943.0,Horror|Musical|Thriller,3714
3937,Runaway (1984),Runaway,1984.0,Sci-Fi|Thriller,3715
3938,"Slumber Party Massacre, The (1982)","Slumber Party Massacre, The",1982.0,Horror,3716
3939,Slumber Party Massacre II (1987),Slumber Party Massacre II,1987.0,Horror,3717
3940,Slumber Party Massacre III (1990),Slumber Party Massacre III,1990.0,Horror,3718
3941,Sorority House Massacre (1986),Sorority House Massacre,1986.0,Horror,3719
3942,Sorority House Massacre II (1990),Sorority House Massacre II,1990.0,Horror,3720
3943,Bamboozled (2000),Bamboozled,2000.0,Comedy,3721
3944,Bootmen (2000),Bootmen,2000.0,Comedy|Drama,3722
3945,Digimon: The Movie (2000),Digimon: The Movie,2000.0,Adventure|Animation|Children,3723
3946,Get Carter (2000),Get Carter,2000.0,Action|Drama|Thriller,3724
3947,Get Carter (1971),Get Carter,1971.0,Action|Crime|Drama|Thriller,3725
3948,Meet the Parents (2000),Meet the Parents,2000.0,Comedy,3726
3949,Requiem for a Dream (2000),Requiem for a Dream,2000.0,Drama,3727
3950,Tigerland (2000),Tigerland,2000.0,Drama,3728
3951,Two Family House (2000),Two Family House,2000.0,Drama,3729
3952,"Contender, The (2000)","Contender, The",2000.0,Drama|Thriller,3730
3953,Dr. T and the Women (2000),Dr. T and the Women,2000.0,Comedy|Romance,3731
3954,Just Looking (1999),Just Looking,1999.0,Comedy,3732
3955,"Ladies Man, The (2000)","Ladies Man, The",2000.0,Comedy,3733
3956,Lost Souls (2000),Lost Souls,2000.0,Drama|Horror|Thriller,3734
3957,Billy Jack (1971),Billy Jack,1971.0,Action|Drama,3735
3958,Billy Jack Goes to Washington (1977),Billy Jack Goes to Washington,1977.0,Drama,3736
3959,"Time Machine, The (1960)","Time Machine, The",1960.0,Action|Adventure|Sci-Fi,3737
3960,Haunted (1995),Haunted,1995.0,Drama|Thriller,3738
3961,Ghoulies (1985),Ghoulies,1985.0,Horror,3739
3962,Ghoulies II (1987),Ghoulies II,1987.0,Comedy|Horror,3740
3963,"Unsinkable Molly Brown, The (1964)","Unsinkable Molly Brown, The",1964.0,Musical,3741
3964,"Adventures of Ichabod and Mr. Toad, The (1949)","Adventures of Ichabod and Mr. Toad, The",1949.0,Animation|Children,3742
3965,"Strange Love of Martha Ivers, The (1946)","Strange Love of Martha Ivers, The",1946.0,Drama|Film-Noir,3743
3966,Detour (1945),Detour,1945.0,Crime|Film-Noir,3744
3967,Billy Elliot (2000),Billy Elliot,2000.0,Drama,3745
3968,Bedazzled (2000),Bedazzled,2000.0,Comedy,3746
3969,Pay It Forward (2000),Pay It Forward,2000.0,Drama,3747
3970,"Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)","Beyond, The (E tu vivrai nel terrore - L'aldilà)",1981.0,Horror,3748
3971,"Private Eyes, The (1981)","Private Eyes, The",1981.0,Comedy|Mystery,3749
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)","Legend of Drunken Master, The (Jui kuen II)",1994.0,Action|Comedy,3750
3973,Book of Shadows: Blair Witch 2 (2000),Book of Shadows: Blair Witch 2,2000.0,Crime|Horror|Mystery|Thriller,3751
3974,"Little Vampire, The (2000)","Little Vampire, The",2000.0,Adventure|Children,3752
3975,Lucky Numbers (2000),Lucky Numbers,2000.0,Comedy|Drama,3753
3976,Stardom (2000),Stardom,2000.0,Comedy|Drama,3754
3977,Charlie's Angels (2000),Charlie's Angels,2000.0,Action|Comedy,3755
3978,"Legend of Bagger Vance, The (2000)","Legend of Bagger Vance, The",2000.0,Drama|Romance,3756
3979,Little Nicky (2000),Little Nicky,2000.0,Comedy,3757
3980,Men of Honor (2000),Men of Honor,2000.0,Drama,3758
3981,Red Planet (2000),Red Planet,2000.0,Action|Sci-Fi|Thriller,3759
3982,What's Cooking? (2000),What's Cooking?,2000.0,Drama,3760
3983,You Can Count on Me (2000),You Can Count on Me,2000.0,Drama|Romance,3761
3984,Diamonds Are Forever (1971),Diamonds Are Forever,1971.0,Action|Adventure|Thriller,3762
3985,"Eagle Has Landed, The (1976)","Eagle Has Landed, The",1976.0,Drama|War,3763
3986,"6th Day, The (2000)","6th Day, The",2000.0,Action|Sci-Fi|Thriller,3764
3987,Bounce (2000),Bounce,2000.0,Drama|Romance,3765
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),How the Grinch Stole Christmas (a.k.a. The Grinch),2000.0,Children|Comedy|Fantasy,3766
3989,One Day in September (1999),One Day in September,1999.0,Documentary,3767
3990,Rugrats in Paris: The Movie (2000),Rugrats in Paris: The Movie,2000.0,Animation|Children|Comedy,3768
3991,102 Dalmatians (2000),102 Dalmatians,2000.0,Children|Comedy,3769
3992,Malèna (2000),Malèna,2000.0,Drama|Romance|War,3770
3993,Quills (2000),Quills,2000.0,Drama|Romance,3771
3994,Unbreakable (2000),Unbreakable,2000.0,Drama|Sci-Fi,3772
3995,Boys Life 3 (2000),Boys Life 3,2000.0,Drama,3773
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)","Crouching Tiger, Hidden Dragon (Wo hu cang long)",2000.0,Action|Drama|Romance,3774
3997,Dungeons & Dragons (2000),Dungeons & Dragons,2000.0,Action|Adventure|Comedy|Fantasy,3775
3998,Proof of Life (2000),Proof of Life,2000.0,Drama,3776
3999,Vertical Limit (2000),Vertical Limit,2000.0,Action|Adventure,3777
4000,"Bounty, The (1984)","Bounty, The",1984.0,Adventure|Drama,3778
4001,Code of Silence (1985),Code of Silence,1985.0,Action,3779
4002,"Planes, Trains & Automobiles (1987)","Planes, Trains & Automobiles",1987.0,Comedy,3780
4003,She's Having a Baby (1988),She's Having a Baby,1988.0,Comedy,3781
4004,Secrets of the Heart (Secretos del Corazón) (1997),Secrets of the Heart (Secretos del Corazón),1997.0,Drama,3782
4005,"Living Daylights, The (1987)","Living Daylights, The",1987.0,Action|Adventure|Thriller,3783
4006,Transformers: The Movie (1986),Transformers: The Movie,1986.0,Adventure|Animation|Children|Sci-Fi,3784
4007,Wall Street (1987),Wall Street,1987.0,Drama,3785
4008,Born on the Fourth of July (1989),Born on the Fourth of July,1989.0,Drama|War,3786
4009,Talk Radio (1988),Talk Radio,1988.0,Drama,3787
4010,Brewster's Millions (1985),Brewster's Millions,1985.0,Comedy,3788
4011,Snatch (2000),Snatch,2000.0,Comedy|Crime|Thriller,3789
4012,Punchline (1988),Punchline,1988.0,Comedy|Drama,3790
4013,Mr. Accident (2000),Mr. Accident,2000.0,Comedy,3791
4014,Chocolat (2000),Chocolat,2000.0,Drama|Romance,3792
4015,"Dude, Where's My Car? (2000)","Dude, Where's My Car?",2000.0,Comedy|Sci-Fi,3793
4016,"Emperor's New Groove, The (2000)","Emperor's New Groove, The",2000.0,Adventure|Animation|Children|Comedy|Fantasy,3794
4017,Pollock (2000),Pollock,2000.0,Drama,3795
4018,What Women Want (2000),What Women Want,2000.0,Comedy|Romance,3796
4019,Finding Forrester (2000),Finding Forrester,2000.0,Drama,3797
4020,"Gift, The (2000)","Gift, The",2000.0,Thriller,3798
4021,Before Night Falls (2000),Before Night Falls,2000.0,Drama,3799
4022,Cast Away (2000),Cast Away,2000.0,Drama,3800
4023,"Family Man, The (2000)","Family Man, The",2000.0,Comedy|Drama|Romance,3801
4024,"House of Mirth, The (2000)","House of Mirth, The",2000.0,Romance,3802
4025,Miss Congeniality (2000),Miss Congeniality,2000.0,Comedy|Crime,3803
4026,Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999),Nowhere to Hide (Injeong sajeong bol geot eobtda),1999.0,Action|Comedy|Crime|Thriller,3804
4027,"O Brother, Where Art Thou? (2000)","O Brother, Where Art Thou?",2000.0,Adventure|Comedy|Crime,3805
4028,Songcatcher (2000),Songcatcher,2000.0,Drama,3806
4029,State and Main (2000),State and Main,2000.0,Comedy|Drama,3807
4030,Dracula 2000 (2000),Dracula 2000,2000.0,Horror,3808
4031,All the Pretty Horses (2000),All the Pretty Horses,2000.0,Drama|Romance|Western,3809
4032,"Everlasting Piece, An (2000)","Everlasting Piece, An",2000.0,Comedy,3810
4033,Thirteen Days (2000),Thirteen Days,2000.0,Drama|Thriller|War,3811
4034,Traffic (2000),Traffic,2000.0,Crime|Drama|Thriller,3812
4035,"Claim, The (2000)","Claim, The",2000.0,Romance|Western,3813
4036,Shadow of the Vampire (2000),Shadow of the Vampire,2000.0,Drama|Horror,3814
4037,House of Games (1987),House of Games,1987.0,Crime|Film-Noir|Mystery|Thriller,3815
4038,Kill Me Again (1989),Kill Me Again,1989.0,Crime|Drama|Thriller,3816
4039,Annie (1982),Annie,1982.0,Children|Musical,3817
4040,Don't Tell Mom the Babysitter's Dead (1991),Don't Tell Mom the Babysitter's Dead,1991.0,Comedy,3818
4041,"Officer and a Gentleman, An (1982)","Officer and a Gentleman, An",1982.0,Drama|Romance,3819
4042,"Alamo, The (1960)","Alamo, The",1960.0,Action|Drama|War|Western,3820
4043,At Close Range (1986),At Close Range,1986.0,Crime|Drama,3821
4044,Breaker! Breaker! (1977),Breaker! Breaker!,1977.0,Action|Adventure|Crime,3822
4045,Breakheart Pass (1975),Breakheart Pass,1975.0,Western,3823
4046,Friendly Persuasion (1956),Friendly Persuasion,1956.0,Drama,3824
4047,Gettysburg (1993),Gettysburg,1993.0,Drama|War,3825
4048,Imaginary Crimes (1994),Imaginary Crimes,1994.0,Drama,3826
4049,Rancho Deluxe (1975),Rancho Deluxe,1975.0,Comedy|Western,3827
4050,"St. Francisville Experiment, The (2000)","St. Francisville Experiment, The",2000.0,Horror|Thriller,3828
4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horrors of Spider Island (Ein Toter Hing im Netz),1960.0,Horror|Sci-Fi,3829
4052,Antitrust (2001),Antitrust,2001.0,Crime|Drama|Thriller,3830
4053,Double Take (2001),Double Take,2001.0,Action|Comedy,3831
4054,Save the Last Dance (2001),Save the Last Dance,2001.0,Drama|Romance,3832
4055,Panic (2000),Panic,2000.0,Drama,3833
4056,"Pledge, The (2001)","Pledge, The",2001.0,Crime|Drama|Mystery|Thriller,3834
4058,"Personals, The (Zheng hun qi shi) (1998)","Personals, The (Zheng hun qi shi)",1998.0,Drama,3835
4060,Love Field (1992),Love Field,1992.0,Drama,3836
4061,The Man in the Moon (1991),The Man in the Moon,1991.0,Drama|Romance,3837
4062,Mystic Pizza (1988),Mystic Pizza,1988.0,Comedy|Drama|Romance,3838
4063,Prelude to a Kiss (1992),Prelude to a Kiss,1992.0,Comedy|Drama|Romance,3839
4064,Coffy (1973),Coffy,1973.0,Action|Crime|Thriller,3840
4065,Foxy Brown (1974),Foxy Brown,1974.0,Action|Crime|Drama,3841
4066,I'm Gonna Git You Sucka (1988),I'm Gonna Git You Sucka,1988.0,Action|Comedy,3842
4067,Untamed Heart (1993),Untamed Heart,1993.0,Drama|Romance,3843
4068,Sugar & Spice (2001),Sugar & Spice,2001.0,Comedy,3844
4069,"Wedding Planner, The (2001)","Wedding Planner, The",2001.0,Comedy|Romance,3845
4070,Amy (1998),Amy,1998.0,Comedy|Drama,3846
4072,Faithless (Trolösa) (2000),Faithless (Trolösa),2000.0,Drama|Romance,3847
4073,"Invisible Circus, The (2001)","Invisible Circus, The",2001.0,Drama|Romance,3848
4074,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)","Legend of Rita, The (Stille nach dem Schuß, Die)",1999.0,Drama,3849
4076,Two Ninas (1999),Two Ninas,1999.0,Comedy|Romance,3850
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)","With a Friend Like Harry... (Harry, un ami qui vous veut du bien)",2000.0,Drama|Thriller,3851
4078,Amazing Grace and Chuck (1987),Amazing Grace and Chuck,1987.0,Drama,3852
4079,Amazon Women on the Moon (1987),Amazon Women on the Moon,1987.0,Comedy|Sci-Fi,3853
4080,Baby Boom (1987),Baby Boom,1987.0,Comedy,3854
4081,Back to the Beach (1987),Back to the Beach,1987.0,Comedy,3855
4082,Barfly (1987),Barfly,1987.0,Comedy|Drama|Romance,3856
4083,Best Seller (1987),Best Seller,1987.0,Thriller,3857
4084,Beverly Hills Cop II (1987),Beverly Hills Cop II,1987.0,Action|Comedy|Crime|Thriller,3858
4085,Beverly Hills Cop (1984),Beverly Hills Cop,1984.0,Action|Comedy|Crime|Drama,3859
4086,"Big Easy, The (1987)","Big Easy, The",1987.0,Action|Crime|Mystery|Romance|Thriller,3860
4087,Big Shots (1987),Big Shots,1987.0,Adventure|Children|Comedy,3861
4088,"Big Town, The (1987)","Big Town, The",1987.0,Drama|Romance|Thriller,3862
4089,Born in East L.A. (1987),Born in East L.A.,1987.0,Comedy,3863
4090,"Brave Little Toaster, The (1987)","Brave Little Toaster, The",1987.0,Animation|Children,3864
4091,Can't Buy Me Love (1987),Can't Buy Me Love,1987.0,Comedy|Romance,3865
4092,Cherry 2000 (1987),Cherry 2000,1987.0,Romance|Sci-Fi,3866
4093,Cop (1988),Cop,1988.0,Thriller,3867
4094,Critical Condition (1987),Critical Condition,1987.0,Comedy,3868
4095,Cry Freedom (1987),Cry Freedom,1987.0,Drama,3869
4096,"Curse, The (a.k.a. The Farm) (1987)","Curse, The (a.k.a. The Farm)",1987.0,Horror|Sci-Fi,3870
4097,Dead of Winter (1987),Dead of Winter,1987.0,Horror|Thriller,3871
4098,"Dead, The (1987)","Dead, The",1987.0,Drama,3872
4099,Death Before Dishonor (1987),Death Before Dishonor,1987.0,Action|Drama,3873
4100,Disorderlies (1987),Disorderlies,1987.0,Comedy,3874
4101,Dogs in Space (1987),Dogs in Space,1987.0,Drama,3875
4102,Eddie Murphy Raw (1987),Eddie Murphy Raw,1987.0,Comedy|Documentary,3876
4103,Empire of the Sun (1987),Empire of the Sun,1987.0,Action|Adventure|Drama|War,3877
4104,Ernest Goes to Camp (1987),Ernest Goes to Camp,1987.0,Comedy,3878
4105,"Evil Dead, The (1981)","Evil Dead, The",1981.0,Fantasy|Horror|Thriller,3879
4106,Extreme Prejudice (1987),Extreme Prejudice,1987.0,Action|Crime|Drama|Thriller|Western,3880
4107,Family Viewing (1987),Family Viewing,1987.0,Drama,3881
4108,Five Corners (1987),Five Corners,1987.0,Drama,3882
4109,Flowers in the Attic (1987),Flowers in the Attic,1987.0,Drama|Thriller,3883
4110,"Fourth Protocol, The (1987)","Fourth Protocol, The",1987.0,Thriller,3884
4111,Gardens of Stone (1987),Gardens of Stone,1987.0,Drama|War,3885
4112,Julia and Julia (Giulia e Giulia) (1987),Julia and Julia (Giulia e Giulia),1987.0,Drama|Mystery|Thriller,3886
4113,"Glass Menagerie, The (1987)","Glass Menagerie, The",1987.0,Drama,3887
4114,"Good Morning, Babylon (1987)","Good Morning, Babylon",1987.0,Drama,3888
4115,Hiding Out (1987),Hiding Out,1987.0,Comedy,3889
4116,Hollywood Shuffle (1987),Hollywood Shuffle,1987.0,Comedy,3890
4117,Hope and Glory (1987),Hope and Glory,1987.0,Drama,3891
4118,Hot Pursuit (1987),Hot Pursuit,1987.0,Comedy,3892
4119,Housekeeping (1987),Housekeeping,1987.0,Comedy|Drama,3893
4120,Hunk (1987),Hunk,1987.0,Comedy,3894
4121,Innerspace (1987),Innerspace,1987.0,Action|Adventure|Comedy|Sci-Fi,3895
4122,Ironweed (1987),Ironweed,1987.0,Drama,3896
4123,Ishtar (1987),Ishtar,1987.0,Comedy,3897
4124,Jaws: The Revenge (1987),Jaws: The Revenge,1987.0,Horror|Thriller,3898
4125,Leonard Part 6 (1987),Leonard Part 6,1987.0,Comedy|Sci-Fi,3899
4126,Less Than Zero (1987),Less Than Zero,1987.0,Drama,3900
4127,"Like Father, Like Son (1987)","Like Father, Like Son",1987.0,Comedy,3901
4128,"Lost Boys, The (1987)","Lost Boys, The",1987.0,Comedy|Horror|Thriller,3902
4129,Made in Heaven (1987),Made in Heaven,1987.0,Fantasy|Romance,3903
4130,Maid to Order (1987),Maid to Order,1987.0,Comedy|Fantasy,3904
4131,Making Mr. Right (1987),Making Mr. Right,1987.0,Comedy|Romance|Sci-Fi,3905
4132,Mannequin (1987),Mannequin,1987.0,Comedy|Romance,3906
4133,Masters of the Universe (1987),Masters of the Universe,1987.0,Action|Adventure|Fantasy|Sci-Fi,3907
4135,"Monster Squad, The (1987)","Monster Squad, The",1987.0,Adventure|Comedy|Horror,3908
4136,"Month in the Country, A (1987)","Month in the Country, A",1987.0,Drama,3909
4137,Morgan Stewart's Coming Home (1987),Morgan Stewart's Coming Home,1987.0,Comedy,3910
4138,My Demon Lover (1987),My Demon Lover,1987.0,Comedy|Horror,3911
4139,No Man's Land (1987),No Man's Land,1987.0,Crime|Drama,3912
4140,North Shore (1987),North Shore,1987.0,Drama|Romance,3913
4141,Head Over Heels (2001),Head Over Heels,2001.0,Comedy|Romance,3914
4142,Left Behind: The Movie (2000),Left Behind: The Movie,2000.0,Action|Adventure|Drama|Thriller,3915
4143,Valentine (2001),Valentine,2001.0,Horror|Mystery,3916
4144,In the Mood For Love (Fa yeung nin wa) (2000),In the Mood For Love (Fa yeung nin wa),2000.0,Drama|Romance,3917
4145,Fever (1999),Fever,1999.0,Thriller,3918
4146,"Million Dollar Hotel, The (2001)","Million Dollar Hotel, The",2001.0,Drama|Mystery|Romance,3919
4147,Nico and Dani (Krámpack) (2000),Nico and Dani (Krámpack),2000.0,Comedy|Drama|Romance,3920
4148,Hannibal (2001),Hannibal,2001.0,Horror|Thriller,3921
4149,Saving Silverman (Evil Woman) (2001),Saving Silverman (Evil Woman),2001.0,Comedy|Romance,3922
4150,Signs & Wonders (2001),Signs & Wonders,2001.0,Drama,3923
4151,"Taste of Others, The (Le goût des autres) (2000)","Taste of Others, The (Le goût des autres)",2000.0,Comedy|Drama|Romance,3924
4152,Vatel (2000),Vatel,2000.0,Drama,3925
4153,Down to Earth (2001),Down to Earth,2001.0,Comedy|Fantasy|Romance,3926
4154,Recess: School's Out (2001),Recess: School's Out,2001.0,Animation|Children,3927
4155,Sweet November (2001),Sweet November,2001.0,Drama|Romance,3928
4156,Company Man (2000),Company Man,2000.0,Comedy,3929
4157,"Price of Milk, The (2000)","Price of Milk, The",2000.0,Comedy|Drama|Fantasy|Romance,3930
4158,Monkeybone (2001),Monkeybone,2001.0,Animation|Comedy|Fantasy,3931
4159,3000 Miles to Graceland (2001),3000 Miles to Graceland,2001.0,Action|Thriller,3932
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)","Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",2000.0,Drama|Romance,3933
4161,"Mexican, The (2001)","Mexican, The",2001.0,Action|Comedy,3934
4162,See Spot Run (2001),See Spot Run,2001.0,Comedy,3935
4163,Carman: The Champion (2001),Carman: The Champion,2001.0,Action|Drama,3936
4164,"Caveman's Valentine, The (2001)","Caveman's Valentine, The",2001.0,Drama,3937
4165,"Me You Them (Eu, Tu, Eles) (2000)","Me You Them (Eu, Tu, Eles)",2000.0,Comedy|Drama|Romance,3938
4166,Series 7: The Contenders (2001),Series 7: The Contenders,2001.0,Action|Drama,3939
4167,15 Minutes (2001),15 Minutes,2001.0,Thriller,3940
4168,Get Over It (2001),Get Over It,2001.0,Comedy|Romance,3941
4169,Blow Dry (a.k.a. Never Better) (2001),Blow Dry (a.k.a. Never Better),2001.0,Comedy,3942
4171,Long Night's Journey Into Day (2000),Long Night's Journey Into Day,2000.0,Documentary,3943
4172,Simon Magus (1999),Simon Magus,1999.0,Drama|Fantasy|Mystery|Romance,3944
4173,When Brendan Met Trudy (2000),When Brendan Met Trudy,2000.0,Comedy|Romance,3945
4174,Avalon (1990),Avalon,1990.0,Drama,3946
4175,Gray's Anatomy (1996),Gray's Anatomy,1996.0,Comedy|Drama,3947
4176,Madadayo (a.k.a. Not Yet) (1993),Madadayo (a.k.a. Not Yet),1993.0,Drama,3948
4177,"Mirror Crack'd, The (1980)","Mirror Crack'd, The",1980.0,Crime|Mystery|Thriller,3949
4178,Of Mice and Men (1939),Of Mice and Men,1939.0,Drama,3950
4179,Pixote (1981),Pixote,1981.0,Drama,3951
4180,Reform School Girls (1986),Reform School Girls,1986.0,Action|Drama,3952
4181,Tapeheads (1988),Tapeheads,1988.0,Comedy,3953
4182,Tuff Turf (1985),Tuff Turf,1985.0,Drama,3954
4183,"Unbelievable Truth, The (1989)","Unbelievable Truth, The",1989.0,Comedy|Drama,3955
4184,"Bishop's Wife, The (1947)","Bishop's Wife, The",1947.0,Comedy|Drama|Romance,3956
4185,Elvis: That's the Way It Is (1970),Elvis: That's the Way It Is,1970.0,Documentary,3957
4186,"Fortune Cookie, The (1966)","Fortune Cookie, The",1966.0,Comedy|Drama|Romance,3958
4187,Lilies of the Field (1963),Lilies of the Field,1963.0,Drama,3959
4188,Hans Christian Andersen (1952),Hans Christian Andersen,1952.0,Children|Musical,3960
4189,"Greatest Story Ever Told, The (1965)","Greatest Story Ever Told, The",1965.0,Drama,3961
4190,Elmer Gantry (1960),Elmer Gantry,1960.0,Drama,3962
4191,Alfie (1966),Alfie,1966.0,Comedy|Drama|Romance,3963
4192,Demetrius and the Gladiators (1954),Demetrius and the Gladiators,1954.0,Drama,3964
4193,"Fantasticks, The (1995)","Fantasticks, The",1995.0,Musical,3965
4194,I Know Where I'm Going! (1945),I Know Where I'm Going!,1945.0,Drama|Romance|War,3966
4195,"Abominable Dr. Phibes, The (1971)","Abominable Dr. Phibes, The",1971.0,Horror|Mystery,3967
4196,"Die, Monster, Die! (1965)","Die, Monster, Die!",1965.0,Horror|Mystery|Sci-Fi,3968
4197,Real Life (1979),Real Life,1979.0,Comedy,3969
4198,Battle Beyond the Stars (1980),Battle Beyond the Stars,1980.0,Sci-Fi,3970
4199,Death Warrant (1990),Death Warrant,1990.0,Action,3971
4200,Double Impact (1991),Double Impact,1991.0,Action,3972
4201,"End, The (1978)","End, The",1978.0,Comedy,3973
4202,Fuzz (1972),Fuzz,1972.0,Drama,3974
4203,Harley Davidson and the Marlboro Man (1991),Harley Davidson and the Marlboro Man,1991.0,Action|Crime|Drama,3975
4204,Losin' It (1983),Losin' It,1983.0,Comedy,3976
4205,Mermaids (1990),Mermaids,1990.0,Comedy|Drama|Romance,3977
4206,"Mighty Quinn, The (1989)","Mighty Quinn, The",1989.0,Crime|Mystery,3978
4207,Navy Seals (1990),Navy Seals,1990.0,Action|Adventure|War,3979
4208,Unmade Beds (1997),Unmade Beds,1997.0,Documentary,3980
4209,Rated X (2000),Rated X,2000.0,Drama,3981
4210,Manhunter (1986),Manhunter,1986.0,Action|Crime|Drama|Horror|Thriller,3982
4211,Reversal of Fortune (1990),Reversal of Fortune,1990.0,Drama,3983
4212,Death on the Nile (1978),Death on the Nile,1978.0,Crime|Mystery,3984
4213,Deepstar Six (1989),Deepstar Six,1989.0,Horror|Sci-Fi|Thriller,3985
4214,Revenge of the Nerds (1984),Revenge of the Nerds,1984.0,Comedy,3986
4215,Revenge of the Nerds II: Nerds in Paradise (1987),Revenge of the Nerds II: Nerds in Paradise,1987.0,Comedy,3987
4216,Longtime Companion (1990),Longtime Companion,1990.0,Drama,3988
4217,4 Little Girls (1997),4 Little Girls,1997.0,Documentary,3989
4218,River's Edge (1986),River's Edge,1986.0,Crime|Drama,3990
4219,Girls Just Want to Have Fun (1985),Girls Just Want to Have Fun,1985.0,Comedy,3991
4220,"Longest Yard, The (1974)","Longest Yard, The",1974.0,Comedy,3992
4221,Necessary Roughness (1991),Necessary Roughness,1991.0,Comedy,3993
4222,C.H.U.D. (1984),C.H.U.D.,1984.0,Horror,3994
4223,Enemy at the Gates (2001),Enemy at the Gates,2001.0,Drama|War,3995
4224,Exit Wounds (2001),Exit Wounds,2001.0,Action|Thriller,3996
4225,"Dish, The (2001)","Dish, The",2001.0,Comedy,3997
4226,Memento (2000),Memento,2000.0,Mystery|Thriller,3998
4227,"Brothers, The (2001)","Brothers, The",2001.0,Comedy|Drama,3999
4228,Heartbreakers (2001),Heartbreakers,2001.0,Comedy|Crime|Romance,4000
4229,Say It Isn't So (2001),Say It Isn't So,2001.0,Comedy|Romance,4001
4231,Someone Like You (2001),Someone Like You,2001.0,Comedy|Romance,4002
4232,Spy Kids (2001),Spy Kids,2001.0,Action|Adventure|Children|Comedy,4003
4233,Tomcats (2001),Tomcats,2001.0,Comedy,4004
4234,"Tailor of Panama, The (2001)","Tailor of Panama, The",2001.0,Drama|Thriller,4005
4235,Amores Perros (Love's a Bitch) (2000),Amores Perros (Love's a Bitch),2000.0,Drama|Thriller,4006
